protein_name,dengue
QLH12624.1,dengue virus type 2
QMT58636.1,dengue virus type 2
YDE81658.1,dengue virus type 2
WJZ47607.1,dengue virus type 2
QSV27718.1,dengue virus type 2
AFZ40225.1,dengue virus type 2
QIS48869.1,dengue virus type 2
AQV12500.1,dengue virus type 2
WHS26798.1,dengue virus type 2
QFS19398.1,dengue virus type 2
QIS48864.1,dengue virus type 2
QFS19284.1,dengue virus type 2
WEG68679.1,dengue virus type 2
XPF60531.1,dengue virus type 2
XPF60796.1,dengue virus type 2
XPF60884.1,dengue virus type 2
QTX93100.1,dengue virus type 2
XPF60816.1,dengue virus type 2
USV12650.1,dengue virus type 2
QTX93102.1,dengue virus type 2
QTX93015.1,dengue virus type 2
QTX93170.1,dengue virus type 2
XTL09852.1,dengue virus type 2
QRG47106.1,dengue virus type 2
AQV12459.1,dengue virus type 2
WJZ47406.1,dengue virus type 2
WVV02210.1,dengue virus type 2
WCZ55445.2,dengue virus type 2
WJE97915.1,dengue virus type 2
ACO06187.1,dengue virus type 2
WLD55626.1,dengue virus type 2
AGN94890.1,dengue virus type 2
WEY36503.1,dengue virus type 2
ACA58331.1,dengue virus type 2
QNL13712.1,dengue virus type 2
ABO33327.1,dengue virus type 2
QTX93021.1,dengue virus type 2
URK56759.1,dengue virus type 2
QFS19452.1,dengue virus type 2
YBZ63794.1,dengue virus type 2
AQV12438.1,dengue virus type 2
AQS22539.1,dengue virus type 2
QQW40760.1,dengue virus type 2
AXY94484.1,dengue virus type 2
XCI54606.1,dengue virus type 2
WRW12913.1,dengue virus type 2
XPF60622.1,dengue virus type 2
WLD55610.1,dengue virus type 2
QNL13623.1,dengue virus type 2
YBG70342.1,dengue virus type 2
AAW51407.2,dengue virus type 2
ANS59191.1,dengue virus type 2
WCZ55514.2,dengue virus type 2
WZW36494.1,dengue virus type 2
QTX93008.1,dengue virus type 2
YBG70340.1,dengue virus type 2
XTL09836.1,dengue virus type 2
WRI67432.1,dengue virus type 2
WCZ55431.2,dengue virus type 2
ACJ04330.1,dengue virus type 2
UXX51249.1,dengue virus type 2
WML78293.1,dengue virus type 2
AKA55043.1,dengue virus type 2
QTX93091.1,dengue virus type 2
WYF38820.1,dengue virus type 2
WFD62628.1,dengue virus type 2
WRW12911.1,dengue virus type 2
WYF38733.1,dengue virus type 2
WDZ68231.1,dengue virus type 2
WNJ63342.1,dengue virus type 2
ACD13400.1,dengue virus type 2
ABO33334.1,dengue virus type 2
WWP73919.1,dengue virus type 2
XIF04132.1,dengue virus type 2
YBG70334.1,dengue virus type 2
XCI54612.1,dengue virus type 2
XQV99719.1,dengue virus type 2
WAB71366.1,dengue virus type 2
YBU65592.1,dengue virus type 2
QQW40676.1,dengue virus type 2
WBD86224.1,dengue virus type 2
WCZ55573.2,dengue virus type 2
AGX15385.1,dengue virus type 2
URK56765.1,dengue virus type 2
URK56731.1,dengue virus type 2
QNL13637.1,dengue virus type 2
WCZ55359.2,dengue virus type 2
ANS59171.1,dengue virus type 2
AGX15370.1,dengue virus type 2
XIF04113.1,dengue virus type 2
ACH99659.1,dengue virus type 2
WAB71363.1,dengue virus type 2
QTX93079.1,dengue virus type 2
WVN40725.1,dengue virus type 2
AQV12442.1,dengue virus type 2
ACY70829.1,dengue virus type 2
WYF38710.1,dengue virus type 2
UYK60817.1,dengue virus type 2
QBA57537.1,dengue virus type 2
WXH71615.1,dengue virus type 2
QUU16651.1,dengue virus type 2
WJZ47352.1,dengue virus type 2
AAF29146.1,dengue virus type 2
WZW36467.1,dengue virus type 2
XPF60476.1,dengue virus type 2
XDR01455.1,dengue virus type 2
ACL99161.1,dengue virus type 2
WVV02220.1,dengue virus type 2
WLD15668.1,dengue virus type 2
QHR82523.1,dengue virus type 2
AJW66822.1,dengue virus type 2
QPI11920.1,dengue virus type 2
XTL09748.1,dengue virus type 2
QGW05351.1,dengue virus type 2
CAR65168.2,dengue virus type 2
WCZ55415.2,dengue virus type 2
WGD00856.1,dengue virus type 2
XPF60457.1,dengue virus type 2
UER56709.1,dengue virus type 2
WRW12873.1,dengue virus type 2
WCZ55372.2,dengue virus type 2
ANQ47246.1,dengue virus type 2
WZL58218.1,dengue virus type 2
WNJ63347.1,dengue virus type 2
ACW82981.1,dengue virus type 2
ACJ04283.1,dengue virus type 2
ACK57813.1,dengue virus type 2
UNO86144.1,dengue virus type 1
XQV99746.1,dengue virus type 2
UXX51274.1,dengue virus type 2
QCZ24967.1,dengue virus type 2
XPF60417.1,dengue virus type 2
UQM71440.1,dengue virus type 2
WRW12923.1,dengue virus type 2
QIS48861.1,dengue virus type 2
WJZ47477.1,dengue virus type 2
QTX93205.1,dengue virus type 2
WZW36509.1,dengue virus type 2
ACO06134.1,dengue virus type 2
YBP09229.1,dengue virus type 2
ADK37480.1,dengue virus type 2
WJZ47344.1,dengue virus type 2
WGD00860.1,dengue virus type 2
QTX93013.1,dengue virus type 2
AHG06345.1,dengue virus type 2
XPF60442.1,dengue virus type 2
QSV27717.1,dengue virus type 2
XDT57229.1,dengue virus type 2
AYP74870.1,dengue virus type 2
AUN35119.1,dengue virus type 2
WYF38845.1,dengue virus type 2
AYP74869.1,dengue virus type 2
AYN79595.1,dengue virus type 2
QGW05363.1,dengue virus type 2
XUU11168.1,dengue virus type 2
YAJ45120.1,dengue virus type 2
QTX93012.1,dengue virus type 2
WVN40674.1,dengue virus type 2
AUZ41816.1,dengue virus type 2
ACB29525.1,dengue virus type 2
WWO67060.1,dengue virus type 2
WJZ47332.1,dengue virus type 2
XPF60607.1,dengue virus type 2
QBP33568.1,dengue virus type 2
ADK37482.1,dengue virus type 2
WJZ47369.1,dengue virus type 2
QQW40757.1,dengue virus type 2
ACD13419.1,dengue virus type 2
QFS19241.1,dengue virus type 2
ULA38224.1,dengue virus type 2
AXY94443.1,dengue virus type 2
AHI43692.1,dengue virus type 2
YBP09225.1,dengue virus type 2
QRG47119.1,dengue virus type 2
AQV12436.1,dengue virus type 2
WVQ30768.1,dengue virus type 2
AHG06347.1,dengue virus type 2
QQW40741.1,dengue virus type 2
UXX51273.1,dengue virus type 2
QQW40794.1,dengue virus type 2
AHG25302.1,dengue virus type 2
YAB37920.1,dengue virus type 2
UYK60821.1,dengue virus type 2
AQV12509.1,dengue virus type 2
WJZ47604.1,dengue virus type 2
WVN40724.1,dengue virus type 2
QTX93169.1,dengue virus type 2
ACK57816.1,dengue virus type 2
CAR65137.1,dengue virus type 2
WGD00953.1,dengue virus type 2
XPF60636.1,dengue virus type 2
XTL09777.1,dengue virus type 2
WBD86230.1,dengue virus type 2
QGW05360.1,dengue virus type 2
ACB87126.1,dengue virus type 2
AQV12510.1,dengue virus type 2
AES93112.1,dengue virus type 2
AYJ72760.1,dengue virus type 2
AKA54982.1,dengue virus type 2
XPF60887.1,dengue virus type 2
AQV12505.1,dengue virus type 2
ACA48953.1,dengue virus type 2
WEY36501.1,dengue virus type 2
XDT57237.1,dengue virus type 2
ACA48735.1,dengue virus type 2
QIS48867.1,dengue virus type 2
QUU16649.1,dengue virus type 2
AKA54989.1,dengue virus type 2
XPF60405.1,dengue virus type 2
WHU05345.1,dengue virus type 2
XHC89042.1,dengue virus type 2
WAP37916.1,dengue virus type 2
XMG44657.1,dengue virus type 2
QCZ24981.1,dengue virus type 2
WGH29387.1,dengue virus type 2
XUU11177.1,dengue virus type 2
UYK60782.1,dengue virus type 2
WJZ47624.1,dengue virus type 2
AQS22554.1,dengue virus type 2
XCM77322.1,dengue virus type 2
XPF60919.1,dengue virus type 2
WJZ47462.1,dengue virus type 2
YBP09221.1,dengue virus type 2
ACB29508.1,dengue virus type 2
XPF60521.1,dengue virus type 2
XPF60422.1,dengue virus type 2
AYJ72776.1,dengue virus type 2
XPF60579.1,dengue virus type 2
WCZ55448.2,dengue virus type 2
YBZ63799.1,dengue virus type 2
XPF60788.1,dengue virus type 2
QNL13574.1,dengue virus type 2
QNL13586.1,dengue virus type 2
WAB71356.1,dengue virus type 2
XPF60790.1,dengue virus type 2
QQD36453.1,dengue virus type 2
QFS19372.1,dengue virus type 2
UEK36475.1,dengue virus type 2
XQV99738.1,dengue virus type 2
QTX93007.1,dengue virus type 2
WVW36851.1,dengue virus type 2
XTL09820.1,dengue virus type 2
WVN40677.1,dengue virus type 2
XIF04142.1,dengue virus type 2
YBG70344.1,dengue virus type 2
WJZ47519.1,dengue virus type 2
WYD73663.1,dengue virus type 2
AET43247.1,dengue virus type 2
YBG70352.1,dengue virus type 2
WHT32728.1,dengue virus type 2
XAN94936.1,dengue virus type 2
AWK29893.1,dengue virus type 2
WVV02225.1,dengue virus type 2
WCZ55467.2,dengue virus type 2
WRW12979.1,dengue virus type 2
ANS59192.1,dengue virus type 2
WLD55634.1,dengue virus type 2
QQW40664.1,dengue virus type 2
XPF60665.1,dengue virus type 2
ADK37529.1,dengue virus type 2
QQW40743.1,dengue virus type 2
QQW40803.1,dengue virus type 2
ANS59188.1,dengue virus type 2
AEA50943.1,dengue virus type 2
WZW36530.1,dengue virus type 2
WNO50244.1,dengue virus type 2
XPF60740.1,dengue virus type 2
AWI64266.1,dengue virus type 2
UYK60815.1,dengue virus type 2
AXU25287.1,dengue virus type 2
QMT58646.1,dengue virus type 2
QTX93112.1,dengue virus type 2
UXX51252.1,dengue virus type 2
YAA48919.1,dengue virus type 2
QDG00716.1,dengue virus type 2
XPF60500.1,dengue virus type 2
UZI17952.1,dengue virus type 2
QOW96378.1,dengue virus type 2
WYF38886.1,dengue virus type 2
ACA48874.1,dengue virus type 2
WQN06318.1,dengue virus type 2
AYJ72779.1,dengue virus type 2
ACA48739.1,dengue virus type 2
AKA55018.1,dengue virus type 2
CAR65144.1,dengue virus type 2
UEK75509.1,dengue virus type 2
URK56745.1,dengue virus type 2
QQW40771.1,dengue virus type 2
QQW40761.1,dengue virus type 2
WAB71357.1,dengue virus type 2
WJE97938.1,dengue virus type 2
QGW05352.1,dengue virus type 2
XPF60375.1,dengue virus type 2
QRG47117.1,dengue virus type 2
QTX93105.1,dengue virus type 2
QDG00701.1,dengue virus type 2
WYF38854.1,dengue virus type 2
XUM16040.1,dengue virus type 2
UZJ81460.1,dengue virus type 2
ACA49020.1,dengue virus type 2
YDE81670.1,dengue virus type 2
XPF60467.1,dengue virus type 2
QFS19253.1,dengue virus type 2
WYF38898.1,dengue virus type 2
WLD55741.1,dengue virus type 2
QFS19374.1,dengue virus type 2
XAM89318.1,dengue virus type 2
WYF38901.1,dengue virus type 2
WNJ63353.1,dengue virus type 2
ACW82956.1,dengue virus type 2
WCZ55487.2,dengue virus type 2
WFF71382.1,dengue virus type 2
ACA48888.1,dengue virus type 2
WJZ47633.1,dengue virus type 2
YBW43945.1,dengue virus type 2
QBP33569.1,dengue virus type 2
WWP73922.1,dengue virus type 2
WJX08507.1,dengue virus type 2
WYF38766.1,dengue virus type 2
AXY94462.1,dengue virus type 2
ACA48890.1,dengue virus type 2
WCZ55529.2,dengue virus type 2
WZW36490.1,dengue virus type 2
AXY94477.1,dengue virus type 2
WJE97914.1,dengue virus type 2
ARO84682.1,dengue virus type 2
QTX92942.1,dengue virus type 2
AKQ00040.1,dengue virus type 2
QTX92922.1,dengue virus type 2
UXX51317.1,dengue virus type 2
QPI11919.1,dengue virus type 2
QTX93074.1,dengue virus type 2
WZP31914.1,dengue virus type 2
XQV99742.1,dengue virus type 2
WCZ55520.2,dengue virus type 2
XHC89058.1,dengue virus type 2
WKC20954.1,dengue virus type 2
QRG47101.1,dengue virus type 2
XBC30681.1,dengue virus type 2
WME20543.1,dengue virus type 2
WJZ47414.1,dengue virus type 2
ACJ04177.1,dengue virus type 2
WYF38794.1,dengue virus type 2
WBD86240.1,dengue virus type 2
UZZ63632.1,dengue virus type 2
XPF60600.1,dengue virus type 2
QHR82508.1,dengue virus type 2
YBP09222.1,dengue virus type 2
WWT51511.1,dengue virus type 2
WHT32718.1,dengue virus type 2
BAU36333.1,dengue virus type 2
UXX51331.1,dengue virus type 2
QBE90251.1,dengue virus type 2
XRY74875.1,dengue virus type 2
WPF60260.1,dengue virus type 2
QBP33514.1,dengue virus type 2
AYJ72775.1,dengue virus type 2
XTL09776.1,dengue virus type 2
XHC89052.1,dengue virus type 2
UZJ81456.1,dengue virus type 2
WYF38762.1,dengue virus type 2
QNL13675.1,dengue virus type 2
ACI15879.1,dengue virus type 2
WJZ47338.1,dengue virus type 2
XPF60595.1,dengue virus type 2
AQV12400.1,dengue virus type 2
ACJ04257.1,dengue virus type 2
QSV27719.1,dengue virus type 2
AZS59400.1,dengue virus type 2
XPF60421.1,dengue virus type 2
WYF38851.1,dengue virus type 2
YEP31426.1,dengue virus type 2
WRW12867.1,dengue virus type 2
AXU25282.1,dengue virus type 2
QFS19268.1,dengue virus type 2
QTP17339.1,dengue virus type 2
WRW12877.1,dengue virus type 2
QTX92923.1,dengue virus type 2
WJZ47652.1,dengue virus type 2
WOX58760.1,dengue virus type 2
QQW40773.1,dengue virus type 2
QBP33570.1,dengue virus type 2
ACA49043.1,dengue virus type 2
WJZ47529.1,dengue virus type 2
AXU25285.1,dengue virus type 2
XPF60507.1,dengue virus type 2
XLY78371.1,dengue virus type 2
YBG70331.1,dengue virus type 2
QTX93010.1,dengue virus type 2
QFS19373.1,dengue virus type 2
ACN54391.1,dengue virus type 2
ACA48949.1,dengue virus type 2
WCZ55564.2,dengue virus type 2
QTX93005.1,dengue virus type 2
YBP09216.1,dengue virus type 2
YBP09212.1,dengue virus type 2
ACD13315.1,dengue virus type 2
WLD55603.1,dengue virus type 2
ACA48737.1,dengue virus type 2
WZW36507.1,dengue virus type 2
QNL13718.1,dengue virus type 2
CAI92123.1,dengue virus type 2
XHB72356.1,dengue virus type 2
XUU11205.1,dengue virus type 2
WLD15665.1,dengue virus type 2
UYK60790.1,dengue virus type 2
WJZ47571.1,dengue virus type 2
UEK75481.1,dengue virus type 2
WJZ47661.1,dengue virus type 2
QTX93068.1,dengue virus type 2
QHE24289.1,dengue virus type 2
XUM16030.1,dengue virus type 2
ANS59180.1,dengue virus type 2
AKA55054.1,dengue virus type 2
ACL99070.1,dengue virus type 2
WRW12936.1,dengue virus type 2
QNL13696.1,dengue virus type 2
XPF60689.1,dengue virus type 2
XDT57251.1,dengue virus type 2
QNL13691.1,dengue virus type 2
WRI67438.1,dengue virus type 2
QLH12627.1,dengue virus type 2
QQW40693.1,dengue virus type 2
QNL13642.1,dengue virus type 2
ACW82934.1,dengue virus type 2
XPF60639.1,dengue virus type 2
ACH61722.1,dengue virus type 2
XMF56254.1,dengue virus type 2
ACA48999.1,dengue virus type 2
ACA48935.1,dengue virus type 2
AAD32959.1,dengue virus type 2
BBG31502.1,dengue virus type 2
WJZ47662.1,dengue virus type 2
QTX93187.1,dengue virus type 2
WCZ55542.2,dengue virus type 2
WQN06317.1,dengue virus type 2
ADK37489.1,dengue virus type 2
XPF60921.1,dengue virus type 2
QFS19359.1,dengue virus type 2
QQW40713.1,dengue virus type 2
WVU22886.1,dengue virus type 2
WAP37915.1,dengue virus type 2
WJZ47484.1,dengue virus type 2
QTX93178.1,dengue virus type 2
WRW12954.1,dengue virus type 2
ACA49053.1,dengue virus type 2
AAF29155.1,dengue virus type 2
ACD13406.1,dengue virus type 2
UXX51310.1,dengue virus type 2
UQM71439.1,dengue virus type 2
WCZ55569.2,dengue virus type 2
QTX92956.1,dengue virus type 2
WRW12965.1,dengue virus type 2
XPF60618.1,dengue virus type 2
WLD55621.1,dengue virus type 2
UXX51306.1,dengue virus type 2
XPF60850.1,dengue virus type 2
QNL13723.1,dengue virus type 2
AQV12394.1,dengue virus type 2
WNP52483.1,dengue virus type 2
CAR65171.2,dengue virus type 2
ACA48738.1,dengue virus type 2
QTX93133.1,dengue virus type 2
WJZ47339.1,dengue virus type 2
QNL13703.1,dengue virus type 2
QFQ59598.1,dengue virus type 2
WLD55653.1,dengue virus type 2
WFO14578.1,dengue virus type 2
AXU25311.1,dengue virus type 2
WGD00898.1,dengue virus type 2
WHT32739.1,dengue virus type 2
WGD00889.1,dengue virus type 2
QNL13690.1,dengue virus type 2
QSV27702.1,dengue virus type 2
URK56775.1,dengue virus type 2
XPF60792.1,dengue virus type 2
AXU25304.1,dengue virus type 2
UXX51253.1,dengue virus type 2
XPF60410.1,dengue virus type 2
XQH47524.1,dengue virus type 2
WJZ47342.1,dengue virus type 2
WYF38749.1,dengue virus type 2
WGD00897.1,dengue virus type 2
QNL13633.1,dengue virus type 2
WJX08509.1,dengue virus type 2
WPD48696.1,dengue virus type 2
YBG23187.1,dengue virus type 2
WLD55622.1,dengue virus type 2
ACD13352.1,dengue virus type 2
WME20561.1,dengue virus type 2
XQH47520.1,dengue virus type 2
WRW12891.1,dengue virus type 2
ACK57810.1,dengue virus type 2
WHT32744.1,dengue virus type 2
XVO60299.1,dengue virus type 2
QDG00717.1,dengue virus type 2
QTX93044.1,dengue virus type 2
WWP73924.1,dengue virus type 2
WNJ63348.1,dengue virus type 2
QFS19347.1,dengue virus type 2
WVV02222.1,dengue virus type 2
WVN40701.1,dengue virus type 2
XPF60589.1,dengue virus type 2
QQW40756.1,dengue virus type 2
XPF60349.1,dengue virus type 2
WYF38841.1,dengue virus type 2
WHT32733.1,dengue virus type 2
UVK35472.1,dengue virus type 2
XPF60795.1,dengue virus type 2
UEK75469.1,dengue virus type 2
WYF38809.1,dengue virus type 2
XTL09774.1,dengue virus type 2
XTL09757.1,dengue virus type 2
AGX15371.1,dengue virus type 2
XHC89048.1,dengue virus type 2
AKQ62915.1,dengue virus type 2
WPO12945.1,dengue virus type 2
YDE81666.1,dengue virus type 2
QNL13603.1,dengue virus type 2
WJZ47573.1,dengue virus type 2
AKU37073.1,dengue virus type 2
AFV95788.1,dengue virus type 2
WYF38813.1,dengue virus type 2
WCZ55656.2,dengue virus type 4
WYF38808.1,dengue virus type 2
ABA61178.1,dengue virus type 2
YAE67942.1,dengue virus type 2
AWD38921.1,dengue virus type 2
WRW12889.1,dengue virus type 2
XPF60881.1,dengue virus type 2
QQW40738.1,dengue virus type 2
QNL13622.1,dengue virus type 2
WRW12946.1,dengue virus type 2
WGD00951.1,dengue virus type 2
WRW12974.1,dengue virus type 2
AQV12466.1,dengue virus type 2
XUM16042.1,dengue virus type 2
QTX93159.1,dengue virus type 2
XPF60569.1,dengue virus type 2
ADU76233.1,dengue virus type 2
XUU11163.1,dengue virus type 2
XPF60588.1,dengue virus type 2
WJZ47657.1,dengue virus type 2
QNL13724.1,dengue virus type 2
AKQ00025.1,dengue virus type 2
QQW40807.1,dengue virus type 2
ARM59246.1,dengue virus type 2
XOT82047.1,dengue virus type 2
QQW40768.1,dengue virus type 2
ACS32033.1,dengue virus type 2
QNL13604.1,dengue virus type 2
QFS19428.1,dengue virus type 2
ACA49022.1,dengue virus type 2
ACA48821.1,dengue virus type 2
QTX92968.1,dengue virus type 2
XPF60452.1,dengue virus type 2
UXX51322.1,dengue virus type 2
WOX58756.1,dengue virus type 2
WJZ47355.1,dengue virus type 2
WVN40681.1,dengue virus type 2
AHG06348.1,dengue virus type 2
ACA48811.1,dengue virus type 2
QOT69947.1,dengue virus type 2
QCH40787.1,dengue virus type 2
QQW40723.1,dengue virus type 2
XPF60401.1,dengue virus type 2
XMF56219.1,dengue virus type 2
XPF60812.1,dengue virus type 2
WYF38812.1,dengue virus type 2
WRW12876.1,dengue virus type 2
XPF60756.1,dengue virus type 2
WLD55630.1,dengue virus type 2
XPF60502.1,dengue virus type 2
CAR65174.2,dengue virus type 2
QDG00722.1,dengue virus type 2
AVH78236.1,dengue virus type 2
QTX93144.1,dengue virus type 2
YBP09236.1,dengue virus type 2
XCI54594.1,dengue virus type 2
WDZ68255.1,dengue virus type 2
QTX93224.1,dengue virus type 2
ACW82864.1,dengue virus type 2
QNL13611.1,dengue virus type 2
ACA48848.1,dengue virus type 2
AFD28528.1,dengue virus type 2
WGD00911.1,dengue virus type 2
WZW36514.1,dengue virus type 2
QTX93081.1,dengue virus type 2
ACO06178.1,dengue virus type 2
AEB66125.1,dengue virus type 2
